1.164109515856466999e+02,2.275749655632789370e+01
1.624485845285332459e+02,5.519785768463417241e+01
1.666593387988730512e+02,4.480290400903901826e+01
1.909187458744285664e+02,4.088692945052250138e+01
1.891557982228997048e+02,4.555375014523914246e+01
1.867788356740266522e+02,4.878977445866213003e+01
1.004691160729917101e+02,1.739553241523723770e+01
8.849677241425381169e+01,4.011451356965465465e+01
8.321376819185182683e+01,4.821607725708769010e+01
9.082628005439146079e+01,3.225686356384736087e+01
8.758473665790464224e+01,4.004677267941740126e+01
9.450746904905291501e+01,2.707186098426367948e+01
1.076492015635394210e+02,2.339264982016420191e+00
1.051211650206519721e+02,1.804022019418485101e+01
9.313548695027995450e+01,3.720170023897603784e+01
1.063814608290023784e+02,1.518298293227144491e+01
1.140499056764513170e+02,-2.232233950689450186e+00
9.578691531964078365e+01,3.374207328178245291e+01
1.223462911389461567e+02,-6.831604697080645394e+01
1.014488697548390945e+02,2.372242528703501918e+01
8.574794443917367914e+01,5.057606091320177910e+01
9.470672546330834507e+01,3.804656520723536772e+01
9.353580247239160883e+01,4.127151388949999955e+01
8.953425232403859013e+01,4.811073940800524440e+01
9.241940375893825887e+01,4.250480592606341190e+01
5.949519816909381120e+01,9.967962176356208204e+01
8.941037708031819875e+01,4.369937361025889544e+01
1.134862977819355052e+02,-5.059170089346071109e+01
9.145310501343927001e+01,4.266730359368131786e+01
9.233334036525208433e+01,3.899675955148451578e+01
8.115882570218826686e+01,5.701457768127231418e+01
8.592457655076486844e+01,5.065007101698824243e+01
2.857612085433135007e+01,1.605336755269629236e+02
8.079968705318685807e+01,5.760433575320559640e+01
3.388135507361189269e+01,1.485846194837342580e+02
1.291972999964623057e+02,3.521341827385978007e+01
1.268658412178409236e+02,3.579205119373431643e+01
1.386565578751885539e+02,1.677901938576063401e+01
1.425080368105369928e+02,8.547247760379402592e+00
1.580196083166244989e+02,8.869206208427995364e+01
1.578881439848055948e+02,9.258652386882629060e+01
1.955696047475153705e+02,5.731628496450008825e+00
1.938052624979984842e+02,8.662713169300813476e+00
1.947691231563334497e+02,8.358411883626065020e+00
1.805343919335703049e+02,3.425326416103374072e+01
1.841369122491430517e+02,2.810278405306365102e+01
1.843544874294711065e+02,2.763291155956299150e+01
1.685798138349084070e+02,6.516405770973800315e+01
1.676207295660639716e+02,7.472153888648972497e+01
1.749651591464053979e+02,4.761740007822658072e+01
1.705331172276375469e+02,3.290645602559020233e+01
1.649103854536320455e+02,4.516247629557322085e+01
1.797492453066654150e+02,1.527116556485785281e+01
1.794978372700371665e+02,1.561704098849779143e+01
-2.331118642057117540e+01,-9.643308098333044143e+01
2.155683877377035742e+02,-9.205579219904516108e+00
8.676581300970701705e+01,8.453184381036842865e+01
1.879296055277107200e+02,-3.035626283571314588e+01
1.391085255576544739e+02,2.894168933364554608e+00
1.338832828026470736e+02,1.464086608186116756e+01
1.268116650927423024e+02,2.896937993241470011e+01
1.123041499412438355e+02,5.856790268302256663e+01
1.270826143787359968e+02,2.949920664792538005e+01
1.349597424226795681e+02,1.238236187627944496e+01
1.918194879038320551e+02,5.263933814277373102e+01
6.102250997211841366e+01,7.328116382705407261e+01
1.024807054215779516e+02,-5.265811659162705638e+01
8.299644498545757187e+01,-2.370826318886611617e+01
7.754767102273100932e+01,-1.222599264098074912e+01
7.906206137699736303e+01,-1.493732516914252528e+01
9.903862343826240533e+01,5.905126687711589284e+01
1.191055699339475495e+02,-1.128135655654068792e+01
1.267126048521433148e+02,-2.138566512582039181e+01
9.626063603113023248e+01,6.293183053089227741e+01
4.202648882250076667e+01,-6.497526153804196269e+01
2.485736394281376249e+01,-2.751726347236434833e+01
1.272854094289036375e+01,-3.840554854696883957e+00
2.547038593420252894e+01,-2.826496400551784305e+01
2.295526995547582061e+01,-2.317068301139278930e+01
3.019947184108928795e+01,-3.758689424350922081e+01
1.418359171695158238e+02,6.541657186455109851e+00
1.289379233751665197e+02,3.301939408153802447e+01
1.420855274337721426e+02,5.746452036803896490e+00
1.357346448745096552e+02,1.726315784605437997e+01
1.659660901073539492e+02,3.400613164828606472e+01
1.627417951668533078e+02,3.980291843326846646e+01
1.667327163025122161e+02,3.232647316569510565e+01
1.630293814134180650e+02,3.943986630652887726e+01
1.333182681730921502e+02,5.114396910537766416e+01
1.403585510606013997e+02,3.463931774495238614e+01
1.381704463130919578e+02,3.735701926921345262e+01
1.361595579659588111e+02,4.216942608147860483e+01
1.452933610298733527e+02,2.530896304207661274e+01
1.536834132119913079e+02,7.714225294515209441e+00
1.378123709304480258e+02,4.502702561418853833e+01
1.212498670196187760e+02,5.694273942424415935e+01
1.308547949076690031e+02,3.799384424216497536e+01
1.311183658776373591e+02,4.277450972751108793e+01
1.457724492269446728e+02,1.199757977161531386e+01
1.353604811854404488e+02,3.204804368153246941e+01
2.997684774504030969e+01,-6.469157957144517468e+00
3.278854653714020628e+01,-1.070878554031518171e+01
4.887121345414161766e+01,-2.864798312829715314e+02
2.717606279060682795e+01,-2.951602218727648275e+00
2.600714127110760288e+01,-9.866748715505844203e-01
2.375010314834102232e+01,1.919805144590651880e+00
2.567452551756507617e+01,-1.363931778863081368e+00
2.636056969912721115e+01,-6.949396966693952571e-01
2.403956562947607623e+01,1.516913521565822265e+00
2.512122972395301090e+01,3.429522151305150479e-01
3.688035664613880726e+01,-1.796427263771110816e+01
-1.177843702547477456e+01,-3.384618413199078901e+01
-1.579721006514252402e+01,-2.951580309648634426e+01
-1.594272169213447476e+01,-3.063467272054335666e+01
-1.503160341684392876e+01,-2.716749965553809432e+01
-3.225412664281441977e+01,4.994405380650180248e+00
-9.799897756318882713e+00,-3.598849534110358661e+01
-1.252547644138612171e+01,-3.265029245360934596e+01
-3.279238148031116395e+01,8.194161624511162145e+00
-8.233864451334939716e+00,-3.848935809974130962e+01
2.162361631904242643e+02,7.064570458323225921e+01
2.088298881847334485e+02,8.834238711631221008e+01
2.074297519472569888e+02,9.393685535410870102e+01
2.027244733409256980e+02,1.043593837521382994e+02
2.072675756076833693e+02,9.541163789160439990e+01
2.105441120531286003e+02,8.690924082434881370e+01
1.975098113129637341e+02,1.133575693583647990e+02
-2.283621038238818812e+01,-2.932297741984567097e+01
-2.196460856674556439e+01,-3.283134076068293439e+01
-2.090542597187233298e+01,-3.415110690952054995e+01
-2.238590038799133808e+01,-3.139984397931281279e+01
-2.139903644478931710e+01,-3.321119313854969590e+01
-2.502030143589499644e+01,-2.364494807934305953e+01
-2.350557462370552031e+01,-2.677391048776057403e+01
-7.452879250871019678e+01,7.222055988513407954e+01
-2.254412194100506284e+01,-3.105570589118176983e+01
-2.637714821197411297e+01,-1.969062398281916870e+01
-2.272663640475268920e+01,-3.058755863036427769e+01
-2.392810353024189851e+01,-2.888090769191120799e+01
-2.180621486476882964e+01,-3.314020375267900675e+01
-2.415498092220304116e+01,-2.633346419766948898e+01
-2.254284405655396029e+01,-3.746829723429267034e+01
5.517222133004101359e+00,-1.264868402779474721e+01
5.628491764836307532e+00,-1.244692823131033599e+01
